<html xmlns:o="urn:schemas-microsoft-com:office:office" xmlns:x="urn:schemas-microsoft-com:office:excel" xmlns="http://www.w3.org/TR/REC-html40"><head><!--[if gte mso 9]><xml><x:ExcelWorkbook><x:ExcelWorksheets><x:ExcelWorksheet><x:Name>Worksheet</x:Name><x:WorksheetOptions><x:DisplayGridlines/></x:WorksheetOptions></x:ExcelWorksheet></x:ExcelWorksheets></x:ExcelWorkbook></xml><![endif]--></head><body><table>
    
    

   
   <thead>      
      <tr>
         <th aria-label="Tm" data-stat="team" scope="col" class=" poptip sort_default_asc show_partial_when_sorting left">Tm</th>
         <th aria-label="Total" data-stat="total" scope="col" class=" poptip center">Total</th>
         <th aria-label="Home" data-stat="home" scope="col" class=" poptip center">Home</th>
         <th aria-label="Away" data-stat="away" scope="col" class=" poptip center">Away</th>
         <th aria-label="Week 1" data-stat="week1" scope="col" class=" poptip center">Week 1</th>
         <th aria-label="Week 2" data-stat="week2" scope="col" class=" poptip center">Week 2</th>
         <th aria-label="Week 3" data-stat="week3" scope="col" class=" poptip center">Week 3</th>
         <th aria-label="Week 4" data-stat="week4" scope="col" class=" poptip center">Week 4</th>
         <th aria-label="Week 5" data-stat="week5" scope="col" class=" poptip center">Week 5</th>
         <th aria-label="Week 6" data-stat="week6" scope="col" class=" poptip center">Week 6</th>
         <th aria-label="Week 7" data-stat="week7" scope="col" class=" poptip center">Week 7</th>
         <th aria-label="Week 8" data-stat="week8" scope="col" class=" poptip center">Week 8</th>
         <th aria-label="Week 9" data-stat="week9" scope="col" class=" poptip center">Week 9</th>
         <th aria-label="Week 10" data-stat="week10" scope="col" class=" poptip center">Week 10</th>
         <th aria-label="Week 11" data-stat="week11" scope="col" class=" poptip center">Week 11</th>
         <th aria-label="Week 12" data-stat="week12" scope="col" class=" poptip center">Week 12</th>
         <th aria-label="Week 13" data-stat="week13" scope="col" class=" poptip center">Week 13</th>
         <th aria-label="Week 14" data-stat="week14" scope="col" class=" poptip center">Week 14</th>
         <th aria-label="Week 15" data-stat="week15" scope="col" class=" poptip center">Week 15</th>
         <th aria-label="Week 16" data-stat="week16" scope="col" class=" poptip center">Week 16</th>
         <th aria-label="Week 17" data-stat="week17" scope="col" class=" poptip center">Week 17</th>
      </tr>
      </thead>
<tbody><tr data-row="0"><th scope="row" class="left " data-stat="team">Arizona Cardinals</th><td class="right " data-stat="total">1,028,446</td><td class="right " data-stat="home" csk="513487">513,487</td><td class="right " data-stat="away" csk="514959">514,959</td><td class="right " data-stat="week1" csk="62903">62,903</td><td class="right " data-stat="week2" csk="62351">62,351</td><td class="right " data-stat="week3" csk="63663">63,663</td><td class="right " data-stat="week4" csk="63146">63,146</td><td class="right " data-stat="week5" csk="60816">60,816</td><td class="right " data-stat="week6" csk="63846">63,846</td><td class="right " data-stat="week7" csk="64722">64,722</td><td class="right " data-stat="week8" csk="67431">67,431</td><td class="right " data-stat="week9" csk="0">Bye</td><td class="right " data-stat="week10" csk="69005">69,005</td><td class="right " data-stat="week11" csk="64745">64,745</td><td class="right " data-stat="week12" csk="70799">70,799</td><td class="right " data-stat="week13" csk="51115">51,115</td><td class="right " data-stat="week14" csk="64784">64,784</td><td class="right " data-stat="week15" csk="69596">69,596</td><td class="right " data-stat="week16" csk="64878">64,878</td><td class="right " data-stat="week17" csk="64646">64,646</td></tr>
<tr data-row="11"><th scope="row" class="left " data-stat="team">Green Bay Packers</th><td class="right " data-stat="total">1,147,786</td><td class="right " data-stat="home" csk="627308">627,308</td><td class="right " data-stat="away" csk="520478">520,478</td><td class="right " data-stat="week1" csk="62442">62,442</td><td class="right " data-stat="week2" csk="78433">78,433</td><td class="right " data-stat="week3" csk="78214">78,214</td><td class="right " data-stat="week4" csk="70799">70,799</td><td class="right " data-stat="week5" csk="78432">78,432</td><td class="right " data-stat="week6" csk="78434">78,434</td><td class="right " data-stat="week7" csk="0">Bye</td><td class="right " data-stat="week8" csk="77075">77,075</td><td class="right " data-stat="week9" csk="74461">74,461</td><td class="right " data-stat="week10" csk="78526">78,526</td><td class="right " data-stat="week11" csk="52529">52,529</td><td class="right " data-stat="week12" csk="78488">78,488</td><td class="right " data-stat="week13" csk="63207">63,207</td><td class="right " data-stat="week14" csk="78369">78,369</td><td class="right " data-stat="week15" csk="55087">55,087</td><td class="right " data-stat="week16" csk="64878">64,878</td><td class="right " data-stat="week17" csk="78412">78,412</td></tr>
<tr data-row="12"><th scope="row" class="left " data-stat="team">Houston Texans</th><td class="right " data-stat="total">1,098,814</td><td class="right " data-stat="home" csk="574159">574,159</td><td class="right " data-stat="away" csk="524655">524,655</td><td class="right " data-stat="week1" csk="71776">71,776</td><td class="right " data-stat="week2" csk="73254">73,254</td><td class="right " data-stat="week3" csk="71718">71,718</td><td class="right " data-stat="week4" csk="69904">69,904</td><td class="right " data-stat="week5" csk="71732">71,732</td><td class="right " data-stat="week6" csk="58085">58,085</td><td class="right " data-stat="week7" csk="65251">65,251</td><td class="right " data-stat="week8" csk="71630">71,630</td><td class="right " data-stat="week9" csk="0">Bye</td><td class="right " data-stat="week10" csk="61381">61,381</td><td class="right " data-stat="week11" csk="71718">71,718</td><td class="right " data-stat="week12" csk="71778">71,778</td><td class="right " data-stat="week13" csk="68544">68,544</td><td class="right " data-stat="week14" csk="71908">71,908</td><td class="right " data-stat="week15" csk="66083">66,083</td><td class="right " data-stat="week16" csk="62153">62,153</td><td class="right " data-stat="week17" csk="71899">71,899</td></tr>
<tr data-row="13"><th scope="row" class="left " data-stat="team">Indianapolis Colts</th><td class="right " data-stat="total">1,067,476</td><td class="right " data-stat="home" csk="528381">528,381</td><td class="right " data-stat="away" csk="539095">539,095</td><td class="right " data-stat="week1" csk="70319">70,319</td><td class="right " data-stat="week2" csk="65220">65,220</td><td class="right " data-stat="week3" csk="65920">65,920</td><td class="right " data-stat="week4" csk="65609">65,609</td><td class="right " data-stat="week5" csk="71732">71,732</td><td class="right " data-stat="week6" csk="66726">66,726</td><td class="right " data-stat="week7" csk="66420">66,420</td><td class="right " data-stat="week8" csk="74136">74,136</td><td class="right " data-stat="week9" csk="66894">66,894</td><td class="right " data-stat="week10" csk="0">Bye</td><td class="right " data-stat="week11" csk="70433">70,433</td><td class="right " data-stat="week12" csk="65696">65,696</td><td class="right " data-stat="week13" csk="58701">58,701</td><td class="right " data-stat="week14" csk="62372">62,372</td><td class="right " data-stat="week15" csk="66083">66,083</td><td class="right " data-stat="week16" csk="65482">65,482</td><td class="right " data-stat="week17" csk="65733">65,733</td></tr>
<tr data-row="14"><th scope="row" class="left " data-stat="team">Jacksonville Jaguars</th><td class="right " data-stat="total">1,056,511</td><td class="right " data-stat="home" csk="514268">514,268</td><td class="right " data-stat="away" csk="542243">542,243</td><td class="right " data-stat="week1" csk="60733">60,733</td><td class="right " data-stat="week2" csk="65443">65,443</td><td class="right " data-stat="week3" csk="66829">66,829</td><td class="right " data-stat="week4" csk="65609">65,609</td><td class="right " data-stat="week5" csk="58490">58,490</td><td class="right " data-stat="week6" csk="58085">58,085</td><td class="right " data-stat="week7" csk="84021">84,021</td><td class="right " data-stat="week8" csk="0">Bye</td><td class="right " data-stat="week9" csk="78160">78,160</td><td class="right " data-stat="week10" csk="70837">70,837</td><td class="right " data-stat="week11" csk="60121">60,121</td><td class="right " data-stat="week12" csk="59477">59,477</td><td class="right " data-stat="week13" csk="57355">57,355</td><td class="right " data-stat="week14" csk="62372">62,372</td><td class="right " data-stat="week15" csk="64016">64,016</td><td class="right " data-stat="week16" csk="73064">73,064</td><td class="right " data-stat="week17" csk="71899">71,899</td></tr>
<tr data-row="15"><th scope="row" class="left " data-stat="team">Kansas City Chiefs</th><td class="right " data-stat="total">1,130,807</td><td class="right " data-stat="home" csk="602228">602,228</td><td class="right " data-stat="away" csk="528579">528,579</td><td class="right " data-stat="week1" csk="71776">71,776</td><td class="right " data-stat="week2" csk="76404">76,404</td><td class="right " data-stat="week3" csk="78214">78,214</td><td class="right " data-stat="week4" csk="57498">57,498</td><td class="right " data-stat="week5" csk="75799">75,799</td><td class="right " data-stat="week6" csk="52480">52,480</td><td class="right " data-stat="week7" csk="76365">76,365</td><td class="right " data-stat="week8" csk="83624">83,624</td><td class="right " data-stat="week9" csk="0">Bye</td><td class="right " data-stat="week10" csk="76973">76,973</td><td class="right " data-stat="week11" csk="65837">65,837</td><td class="right " data-stat="week12" csk="72493">72,493</td><td class="right " data-stat="week13" csk="55010">55,010</td><td class="right " data-stat="week14" csk="72314">72,314</td><td class="right " data-stat="week15" csk="70791">70,791</td><td class="right " data-stat="week16" csk="69115">69,115</td><td class="right " data-stat="week17" csk="76114">76,114</td></tr>
<tr data-row="16"><th scope="row" class="left " data-stat="team">Miami Dolphins</th><td class="right " data-stat="total">1,093,320</td><td class="right " data-stat="home" csk="537548">537,548</td><td class="right " data-stat="away" csk="555772">555,772</td><td class="right " data-stat="week1" csk="76512">76,512</td><td class="right " data-stat="week2" csk="65443">65,443</td><td class="right " data-stat="week3" csk="64869">64,869</td><td class="right " data-stat="week4" csk="83986">83,986</td><td class="right " data-stat="week5" csk="0">Bye</td><td class="right " data-stat="week6" csk="62342">62,342</td><td class="right " data-stat="week7" csk="65251">65,251</td><td class="right " data-stat="week8" csk="66829">66,829</td><td class="right " data-stat="week9" csk="70214">70,214</td><td class="right " data-stat="week10" csk="69596">69,596</td><td class="right " data-stat="week11" csk="65115">65,115</td><td class="right " data-stat="week12" csk="78160">78,160</td><td class="right " data-stat="week13" csk="64519">64,519</td><td class="right " data-stat="week14" csk="65408">65,408</td><td class="right " data-stat="week15" csk="66676">66,676</td><td class="right " data-stat="week16" csk="65482">65,482</td><td class="right " data-stat="week17" csk="62918">62,918</td></tr>
<tr data-row="17"><th scope="row" class="left " data-stat="team">Minnesota Vikings</th><td class="right " data-stat="total">958,016</td><td class="right " data-stat="home" csk="419440">419,440</td><td class="right " data-stat="away" csk="538576">538,576</td><td class="right " data-stat="week1" csk="70499">70,499</td><td class="right " data-stat="week2" csk="52319">52,319</td><td class="right " data-stat="week3" csk="52400">52,400</td><td class="right " data-stat="week4" csk="77029">77,029</td><td class="right " data-stat="week5" csk="0">Bye</td><td class="right " data-stat="week6" csk="52480">52,480</td><td class="right " data-stat="week7" csk="60231">60,231</td><td class="right " data-stat="week8" csk="62311">62,311</td><td class="right " data-stat="week9" csk="52406">52,406</td><td class="right " data-stat="week10" csk="54700">54,700</td><td class="right " data-stat="week11" csk="52529">52,529</td><td class="right " data-stat="week12" csk="70610">70,610</td><td class="right " data-stat="week13" csk="52430">52,430</td><td class="right " data-stat="week14" csk="64784">64,784</td><td class="right " data-stat="week15" csk="52421">52,421</td><td class="right " data-stat="week16" csk="52455">52,455</td><td class="right " data-stat="week17" csk="78412">78,412</td></tr>
<tr data-row="18"><th scope="row" class="left " data-stat="team">New England Patriots</th><td class="right " data-stat="total">1,136,287</td><td class="right " data-stat="home" csk="534632">534,632</td><td class="right " data-stat="away" csk="601655">601,655</td><td class="right " data-stat="week1" csk="66829">66,829</td><td class="right " data-stat="week2" csk="70858">70,858</td><td class="right " data-stat="week3" csk="66829">66,829</td><td class="right " data-stat="week4" csk="0">Bye</td><td class="right " data-stat="week5" csk="93054">93,054</td><td class="right " data-stat="week6" csk="66726">66,726</td><td class="right " data-stat="week7" csk="66829">66,829</td><td class="right " data-stat="week8" csk="66829">66,829</td><td class="right " data-stat="week9" csk="66829">66,829</td><td class="right " data-stat="week10" csk="81061">81,061</td><td class="right " data-stat="week11" csk="66829">66,829</td><td class="right " data-stat="week12" csk="76970">76,970</td><td class="right " data-stat="week13" csk="66829">66,829</td><td class="right " data-stat="week14" csk="71908">71,908</td><td class="right " data-stat="week15" csk="66829">66,829</td><td class="right " data-stat="week16" csk="78160">78,160</td><td class="right " data-stat="week17" csk="62918">62,918</td></tr>
<tr data-row="19"><th scope="row" class="left " data-stat="team">New Orleans Saints</th><td class="right " data-stat="total">1,135,027</td><td class="right " data-stat="home" csk="584305">584,305</td><td class="right " data-stat="away" csk="550722">550,722</td><td class="right " data-stat="week1" csk="62903">62,903</td><td class="right " data-stat="week2" csk="73006">73,006</td><td class="right " data-stat="week3" csk="73402">73,402</td><td class="right " data-stat="week4" csk="73009">73,009</td><td class="right " data-stat="week5" csk="69296">69,296</td><td class="right " data-stat="week6" csk="73018">73,018</td><td class="right " data-stat="week7" csk="66420">66,420</td><td class="right " data-stat="week8" csk="73019">73,019</td><td class="right " data-stat="week9" csk="73075">73,075</td><td class="right " data-stat="week10" csk="75086">75,086</td><td class="right " data-stat="week11" csk="0">Bye</td><td class="right " data-stat="week12" csk="71778">71,778</td><td class="right " data-stat="week13" csk="73097">73,097</td><td class="right " data-stat="week14" csk="62138">62,138</td><td class="right " data-stat="week15" csk="73017">73,017</td><td class="right " data-stat="week16" csk="73064">73,064</td><td class="right " data-stat="week17" csk="69699">69,699</td></tr>
<tr data-row="20"><th scope="row" class="left " data-stat="team">New York Giants</th><td class="right " data-stat="total">1,198,163</td><td class="right " data-stat="home" csk="632011">632,011</td><td class="right " data-stat="away" csk="566152">566,152</td><td class="right " data-stat="week1" csk="93579">93,579</td><td class="right " data-stat="week2" csk="77678">77,678</td><td class="right " data-stat="week3" csk="76081">76,081</td><td class="right " data-stat="week4" csk="70677">70,677</td><td class="right " data-stat="week5" csk="78515">78,515</td><td class="right " data-stat="week6" csk="69296">69,296</td><td class="right " data-stat="week7" csk="80319">80,319</td><td class="right " data-stat="week8" csk="73019">73,019</td><td class="right " data-stat="week9" csk="64351">64,351</td><td class="right " data-stat="week10" csk="81061">81,061</td><td class="right " data-stat="week11" csk="0">Bye</td><td class="right " data-stat="week12" csk="77367">77,367</td><td class="right " data-stat="week13" csk="80898">80,898</td><td class="right " data-stat="week14" csk="65408">65,408</td><td class="right " data-stat="week15" csk="79436">79,436</td><td class="right " data-stat="week16" csk="52455">52,455</td><td class="right " data-stat="week17" csk="78023">78,023</td></tr>
<tr data-row="21"><th scope="row" class="left " data-stat="team">New York Jets</th><td class="right " data-stat="total">1,207,646</td><td class="right " data-stat="home" csk="625280">625,280</td><td class="right " data-stat="away" csk="582366">582,366</td><td class="right " data-stat="week1" csk="78160">78,160</td><td class="right " data-stat="week2" csk="65220">65,220</td><td class="right " data-stat="week3" csk="78160">78,160</td><td class="right " data-stat="week4" csk="83986">83,986</td><td class="right " data-stat="week5" csk="0">Bye</td><td class="right " data-stat="week6" csk="78160">78,160</td><td class="right " data-stat="week7" csk="66829">66,829</td><td class="right " data-stat="week8" csk="54700">54,700</td><td class="right " data-stat="week9" csk="78160">78,160</td><td class="right " data-stat="week10" csk="78160">78,160</td><td class="right " data-stat="week11" csk="71718">71,718</td><td class="right " data-stat="week12" csk="78160">78,160</td><td class="right " data-stat="week13" csk="80898">80,898</td><td class="right " data-stat="week14" csk="78160">78,160</td><td class="right " data-stat="week15" csk="90345">90,345</td><td class="right " data-stat="week16" csk="78160">78,160</td><td class="right " data-stat="week17" csk="68670">68,670</td></tr>
<tr data-row="22"><th scope="row" class="left " data-stat="team">Oakland Raiders</th><td class="right " data-stat="total">970,514</td><td class="right " data-stat="home" csk="436397">436,397</td><td class="right " data-stat="away" csk="534117">534,117</td><td class="right " data-stat="week1" csk="54500">54,500</td><td class="right " data-stat="week2" csk="53500">53,500</td><td class="right " data-stat="week3" csk="67431">67,431</td><td class="right " data-stat="week4" csk="62409">62,409</td><td class="right " data-stat="week5" csk="54500">54,500</td><td class="right " data-stat="week6" csk="0">Bye</td><td class="right " data-stat="week7" csk="67542">67,542</td><td class="right " data-stat="week8" csk="54700">54,700</td><td class="right " data-stat="week9" csk="65520">65,520</td><td class="right " data-stat="week10" csk="54700">54,700</td><td class="right " data-stat="week11" csk="60202">60,202</td><td class="right " data-stat="week12" csk="58075">58,075</td><td class="right " data-stat="week13" csk="55010">55,010</td><td class="right " data-stat="week14" csk="76824">76,824</td><td class="right " data-stat="week15" csk="55087">55,087</td><td class="right " data-stat="week16" csk="54400">54,400</td><td class="right " data-stat="week17" csk="76114">76,114</td></tr>
<tr data-row="23"><th scope="row" class="left " data-stat="team">Philadelphia Eagles</th><td class="right " data-stat="total">1,154,629</td><td class="right " data-stat="home" csk="555868">555,868</td><td class="right " data-stat="away" csk="598761">598,761</td><td class="right " data-stat="week1" csk="70516">70,516</td><td class="right " data-stat="week2" csk="69296">69,296</td><td class="right " data-stat="week3" csk="78160">78,160</td><td class="right " data-stat="week4" csk="74767">74,767</td><td class="right " data-stat="week5" csk="69296">69,296</td><td class="right " data-stat="week6" csk="69296">69,296</td><td class="right " data-stat="week7" csk="74194">74,194</td><td class="right " data-stat="week8" csk="0">Bye</td><td class="right " data-stat="week9" csk="91827">91,827</td><td class="right " data-stat="week10" csk="69596">69,596</td><td class="right " data-stat="week11" csk="69596">69,596</td><td class="right " data-stat="week12" csk="64445">64,445</td><td class="right " data-stat="week13" csk="66829">66,829</td><td class="right " data-stat="week14" csk="69596">69,596</td><td class="right " data-stat="week15" csk="69596">69,596</td><td class="right " data-stat="week16" csk="69596">69,596</td><td class="right " data-stat="week17" csk="78023">78,023</td></tr>
<tr data-row="24"><th scope="row" class="left " data-stat="team">Pittsburgh Steelers</th><td class="right " data-stat="total">1,050,712</td><td class="right " data-stat="home" csk="514854">514,854</td><td class="right " data-stat="away" csk="535858">535,858</td><td class="right " data-stat="week1" csk="66829">66,829</td><td class="right " data-stat="week2" csk="66472">66,472</td><td class="right " data-stat="week3" csk="52433">52,433</td><td class="right " data-stat="week4" csk="63929">63,929</td><td class="right " data-stat="week5" csk="67658">67,658</td><td class="right " data-stat="week6" csk="63846">63,846</td><td class="right " data-stat="week7" csk="76365">76,365</td><td class="right " data-stat="week8" csk="64750">64,750</td><td class="right " data-stat="week9" csk="65520">65,520</td><td class="right " data-stat="week10" csk="64402">64,402</td><td class="right " data-stat="week11" csk="0">Bye</td><td class="right " data-stat="week12" csk="69055">69,055</td><td class="right " data-stat="week13" csk="58701">58,701</td><td class="right " data-stat="week14" csk="65564">65,564</td><td class="right " data-stat="week15" csk="67234">67,234</td><td class="right " data-stat="week16" csk="71261">71,261</td><td class="right " data-stat="week17" csk="66693">66,693</td></tr>
<tr data-row="25"><th scope="row" class="left " data-stat="team">San Diego Chargers</th><td class="right " data-stat="total">1,056,457</td><td class="right " data-stat="home" csk="534180">534,180</td><td class="right " data-stat="away" csk="522277">522,277</td><td class="right " data-stat="week1" csk="66093">66,093</td><td class="right " data-stat="week2" csk="57579">57,579</td><td class="right " data-stat="week3" csk="52400">52,400</td><td class="right " data-stat="week4" csk="63710">63,710</td><td class="right " data-stat="week5" csk="67658">67,658</td><td class="right " data-stat="week6" csk="78434">78,434</td><td class="right " data-stat="week7" csk="67542">67,542</td><td class="right " data-stat="week8" csk="70829">70,829</td><td class="right " data-stat="week9" csk="68033">68,033</td><td class="right " data-stat="week10" csk="0">Bye</td><td class="right " data-stat="week11" csk="65837">65,837</td><td class="right " data-stat="week12" csk="59477">59,477</td><td class="right " data-stat="week13" csk="68631">68,631</td><td class="right " data-stat="week14" csk="72314">72,314</td><td class="right " data-stat="week15" csk="66676">66,676</td><td class="right " data-stat="week16" csk="54400">54,400</td><td class="right " data-stat="week17" csk="76844">76,844</td></tr>
<tr data-row="26"><th scope="row" class="left " data-stat="team">San Francisco 49ers</th><td class="right " data-stat="total">1,082,259</td><td class="right " data-stat="home" csk="566092">566,092</td><td class="right " data-stat="away" csk="516167">516,167</td><td class="right " data-stat="week1" csk="70499">70,499</td><td class="right " data-stat="week2" csk="66472">66,472</td><td class="right " data-stat="week3" csk="63663">63,663</td><td class="right " data-stat="week4" csk="70799">70,799</td><td class="right " data-stat="week5" csk="78515">78,515</td><td class="right " data-stat="week6" csk="70799">70,799</td><td class="right " data-stat="week7" csk="70799">70,799</td><td class="right " data-stat="week8" csk="51207">51,207</td><td class="right " data-stat="week9" csk="70799">70,799</td><td class="right " data-stat="week10" csk="0">Bye</td><td class="right " data-stat="week11" csk="68993">68,993</td><td class="right " data-stat="week12" csk="70799">70,799</td><td class="right " data-stat="week13" csk="62088">62,088</td><td class="right " data-stat="week14" csk="63916">63,916</td><td class="right " data-stat="week15" csk="70799">70,799</td><td class="right " data-stat="week16" csk="61313">61,313</td><td class="right " data-stat="week17" csk="70799">70,799</td></tr>
<tr data-row="27"><th scope="row" class="left " data-stat="team">Seattle Seahawks</th><td class="right " data-stat="total">1,097,931</td><td class="right " data-stat="home" csk="552162">552,162</td><td class="right " data-stat="away" csk="545769">545,769</td><td class="right " data-stat="week1" csk="51792">51,792</td><td class="right " data-stat="week2" csk="78433">78,433</td><td class="right " data-stat="week3" csk="69002">69,002</td><td class="right " data-stat="week4" csk="69005">69,005</td><td class="right " data-stat="week5" csk="65004">65,004</td><td class="right " data-stat="week6" csk="69020">69,020</td><td class="right " data-stat="week7" csk="70799">70,799</td><td class="right " data-stat="week8" csk="91486">91,486</td><td class="right " data-stat="week9" csk="0">Bye</td><td class="right " data-stat="week10" csk="69005">69,005</td><td class="right " data-stat="week11" csk="68993">68,993</td><td class="right " data-stat="week12" csk="69055">69,055</td><td class="right " data-stat="week13" csk="52430">52,430</td><td class="right " data-stat="week14" csk="71179">71,179</td><td class="right " data-stat="week15" csk="69002">69,002</td><td class="right " data-stat="week16" csk="69080">69,080</td><td class="right " data-stat="week17" csk="64646">64,646</td></tr>
<tr data-row="28"><th scope="row" class="left " data-stat="team">St. Louis Rams</th><td class="right " data-stat="total">957,670</td><td class="right " data-stat="home" csk="419220">419,220</td><td class="right " data-stat="away" csk="538450">538,450</td><td class="right " data-stat="week1" csk="51792">51,792</td><td class="right " data-stat="week2" csk="72460">72,460</td><td class="right " data-stat="week3" csk="52433">52,433</td><td class="right " data-stat="week4" csk="63146">63,146</td><td class="right " data-stat="week5" csk="78432">78,432</td><td class="right " data-stat="week6" csk="0">Bye</td><td class="right " data-stat="week7" csk="51523">51,523</td><td class="right " data-stat="week8" csk="51207">51,207</td><td class="right " data-stat="week9" csk="52406">52,406</td><td class="right " data-stat="week10" csk="58653">58,653</td><td class="right " data-stat="week11" csk="71105">71,105</td><td class="right " data-stat="week12" csk="61022">61,022</td><td class="right " data-stat="week13" csk="51115">51,115</td><td class="right " data-stat="week14" csk="51202">51,202</td><td class="right " data-stat="week15" csk="51295">51,295</td><td class="right " data-stat="week16" csk="69080">69,080</td><td class="right " data-stat="week17" csk="70799">70,799</td></tr>
<tr data-row="29"><th scope="row" class="left " data-stat="team">Tampa Bay Buccaneers</th><td class="right " data-stat="total">1,041,376</td><td class="right " data-stat="home" csk="492460">492,460</td><td class="right " data-stat="away" csk="548916">548,916</td><td class="right " data-stat="week1" csk="63945">63,945</td><td class="right " data-stat="week2" csk="73006">73,006</td><td class="right " data-stat="week3" csk="71718">71,718</td><td class="right " data-stat="week4" csk="57468">57,468</td><td class="right " data-stat="week5" csk="58490">58,490</td><td class="right " data-stat="week6" csk="0">Bye</td><td class="right " data-stat="week7" csk="72912">72,912</td><td class="right " data-stat="week8" csk="70524">70,524</td><td class="right " data-stat="week9" csk="64351">64,351</td><td class="right " data-stat="week10" csk="64113">64,113</td><td class="right " data-stat="week11" csk="69596">69,596</td><td class="right " data-stat="week12" csk="65696">65,696</td><td class="right " data-stat="week13" csk="58221">58,221</td><td class="right " data-stat="week14" csk="62138">62,138</td><td class="right " data-stat="week15" csk="51295">51,295</td><td class="right " data-stat="week16" csk="63734">63,734</td><td class="right " data-stat="week17" csk="74169">74,169</td></tr>
<tr data-row="30"><th scope="row" class="left " data-stat="team">Tennessee Titans</th><td class="right " data-stat="total">1,045,359</td><td class="right " data-stat="home" csk="498435">498,435</td><td class="right " data-stat="away" csk="546924">546,924</td><td class="right " data-stat="week1" csk="63945">63,945</td><td class="right " data-stat="week2" csk="67431">67,431</td><td class="right " data-stat="week3" csk="65920">65,920</td><td class="right " data-stat="week4" csk="0">Bye</td><td class="right " data-stat="week5" csk="65670">65,670</td><td class="right " data-stat="week6" csk="62342">62,342</td><td class="right " data-stat="week7" csk="63329">63,329</td><td class="right " data-stat="week8" csk="71630">71,630</td><td class="right " data-stat="week9" csk="73075">73,075</td><td class="right " data-stat="week10" csk="63591">63,591</td><td class="right " data-stat="week11" csk="60121">60,121</td><td class="right " data-stat="week12" csk="58075">58,075</td><td class="right " data-stat="week13" csk="57355">57,355</td><td class="right " data-stat="week14" csk="78160">78,160</td><td class="right " data-stat="week15" csk="66829">66,829</td><td class="right " data-stat="week16" csk="62153">62,153</td><td class="right " data-stat="week17" csk="65733">65,733</td></tr>
<tr data-row="31"><th scope="row" class="left " data-stat="team">Washington Redskins</th><td class="right " data-stat="total">1,196,087</td><td class="right " data-stat="home" csk="609672">609,672</td><td class="right " data-stat="away" csk="586415">586,415</td><td class="right " data-stat="week1" csk="76512">76,512</td><td class="right " data-stat="week2" csk="72460">72,460</td><td class="right " data-stat="week3" csk="76081">76,081</td><td class="right " data-stat="week4" csk="74767">74,767</td><td class="right " data-stat="week5" csk="70178">70,178</td><td class="right " data-stat="week6" csk="78160">78,160</td><td class="right " data-stat="week7" csk="72912">72,912</td><td class="right " data-stat="week8" csk="0">Bye</td><td class="right " data-stat="week9" csk="66829">66,829</td><td class="right " data-stat="week10" csk="75086">75,086</td><td class="right " data-stat="week11" csk="74418">74,418</td><td class="right " data-stat="week12" csk="77367">77,367</td><td class="right " data-stat="week13" csk="80444">80,444</td><td class="right " data-stat="week14" csk="61026">61,026</td><td class="right " data-stat="week15" csk="80124">80,124</td><td class="right " data-stat="week16" csk="69596">69,596</td><td class="right " data-stat="week17" csk="90127">90,127</td></tr>
</tbody><tfoot><tr data-row="32"><th scope="row" class="left iz" data-stat="team"></th><td class="right " data-stat="total">17,509,479</td><td class="right iz" data-stat="home"></td><td class="right iz" data-stat="away"></td><td class="right " data-stat="week1">1,097,396</td><td class="right " data-stat="week2">1,081,704</td><td class="right " data-stat="week3">1,104,357</td><td class="right " data-stat="week4">1,022,945</td><td class="right " data-stat="week5">980,190</td><td class="right " data-stat="week6">936,878</td><td class="right " data-stat="week7">964,457</td><td class="right " data-stat="week8">979,551</td><td class="right " data-stat="week9">908,385</td><td class="right " data-stat="week10">966,084</td><td class="right " data-stat="week11">924,124</td><td class="right " data-stat="week12">1,129,724</td><td class="right " data-stat="week13">1,025,864</td><td class="right " data-stat="week14">1,089,180</td><td class="right " data-stat="week15">1,092,751</td><td class="right " data-stat="week16">1,072,712</td><td class="right " data-stat="week17">1,133,177</td></tr>

   </tfoot>

</table></body></html>
